system,Nc,source,k,max_cart_over_box,min_cart_over_box,worst_abs_cart_over_box,limit,penalty_can_activate,margin
pendcart,1,deterministic,65,2.8676073718838024,0.4514624435756611,2.8676073718838024,10.0,False,7.132392628116198
pendcart,1,deterministic,66,2.8672170754503963,0.4508921301799074,2.8672170754503963,10.0,False,7.132782924549604
pendcart,1,deterministic,67,2.8672674764193657,0.45043978061809153,2.8672674764193657,10.0,False,7.132732523580634
pendcart,1,deterministic,68,2.8676779159042245,0.450111346076709,2.8676779159042245,10.0,False,7.132322084095776
pendcart,1,deterministic,69,2.8683624792420024,0.4499044078408036,2.8683624792420024,10.0,False,7.131637520757998
pendcart,1,deterministic,70,2.869234352330985,0.44980954992851413,2.869234352330985,10.0,False,7.1307656476690156
pendcart,1,deterministic,71,2.8702097196905383,0.44981185458868533,2.8702097196905383,10.0,False,7.129790280309462
pendcart,1,deterministic,72,2.8712110849820665,0.44989244309287185,2.8712110849820665,10.0,False,7.1287889150179335
pendcart,1,deterministic,73,2.8721699337484647,0.45002999090353585,2.8721699337484647,10.0,False,7.127830066251535
pendcart,1,deterministic,74,2.873028695948657,0.45020215530505797,2.873028695948657,10.0,False,7.126971304051343
pendcart,1,deterministic,75,2.873742001625901,0.45038686433106045,2.873742001625901,10.0,False,7.126257998374099
pendcart,1,deterministic,76,2.8742772549033115,0.45056342760855883,2.8742772549033115,10.0,False,7.125722745096688
pendcart,1,deterministic,77,2.874614578617262,0.4507134419313653,2.874614578617262,10.0,False,7.125385421382738
