case,seed,grouping,mode,environment,change_frequency,post_change_error,end_of_environment_error,mean_error,error_reduction,error_reduction_fraction,error_at_0,error_at_5,error_at_10,error_at_25,error_at_50,error_at_75,late_half_reduction,late_half_fraction,recovery_evals_50,recovery_success_50,recovery_frac_50,recovery_evals_90,recovery_success_90,recovery_frac_90
F1,5,fitness,population_persistence,15,5000,45.15958370118153,5.500066295848825,5.523379108257652,39.65951740533271,0.878208215287314,45.15958370118153,5.500066295848825,5.500066295848825,5.500066295848825,5.500066295848825,5.500066295848825,0.0,0.0,3,True,0.0006,13,True,0.0026
F1,5,fitness,population_persistence,16,5000,20.486717387789994,5.050068504504381,5.066770274185706,15.436648883285613,0.7534954766587348,20.486717387789994,5.050068504504381,5.050068504504381,5.050068504504381,5.050068504504381,5.050068504504381,0.0,0.0,2,True,0.0004,13,True,0.0026
F1,5,fitness,population_persistence,17,5000,31.422702621480028,4.201464625309839,4.225306249953819,27.22123799617019,0.8662920667289201,31.422702621480028,4.201464625309839,4.201464625309839,4.201464625309839,4.201464625309839,4.201464625309839,0.0,0.0,3,True,0.0006,13,True,0.0026
F1,5,fitness,population_persistence,18,5000,99.14180555087722,6.14634585416686,6.186186245746798,92.99545969671036,0.9380044995144585,99.14180555087722,6.14634585416686,6.14634585416686,6.14634585416686,6.14634585416686,6.14634585416686,0.0,0.0,3,True,0.0006,3,True,0.0006
F1,5,fitness,population_persistence,19,5000,25.31895607460551,13.036598238763347,13.044793534471529,12.282357835842163,0.4851052231241541,25.31895607460551,13.036598238763347,13.036598238763347,13.036598238763347,13.036598238763347,13.036598238763347,0.0,0.0,3,True,0.0006,3,True,0.0006
F1,5,fitness,population_persistence,20,5000,35.948492045622736,16.388073637039263,16.398240753056186,19.560418408583473,0.5441234748806452,35.948492045622736,16.388073637039263,16.388073637039263,16.388073637039263,16.388073637039263,16.388073637039263,0.0,0.0,3,True,0.0006,3,True,0.0006
F1,5,fitness,population_persistence,21,5000,32.71355431229334,13.723606419859422,13.737791793782561,18.989947892433918,0.5804917347454885,32.71355431229334,13.723606419859422,13.723606419859422,13.723606419859422,13.723606419859422,13.723606419859422,0.0,0.0,3,True,0.0006,10,True,0.002
F1,5,fitness,population_persistence,22,5000,223.75947462539898,6.094859628255996,6.1687733900433415,217.664614997143,0.972761557299598,223.75947462539898,6.094859628255996,6.094859628255996,6.094859628255996,6.094859628255996,6.094859628255996,0.0,0.0,3,True,0.0006,3,True,0.0006
F1,5,fitness,population_persistence,23,5000,203.47280383555346,5.569214758462131,5.626664384995291,197.90358907709134,0.9726291934180886,203.47280383555346,5.569214758462131,5.569214758462131,5.569214758462131,5.569214758462131,5.569214758462131,0.0,0.0,2,True,0.0004,3,True,0.0006
F1,5,fitness,population_persistence,24,5000,82.7395424244736,12.183560557130733,12.20403420624121,70.55598186734287,0.8527480307465787,82.7395424244736,12.183560557130733,12.183560557130733,12.183560557130733,12.183560557130733,12.183560557130733,0.0,0.0,2,True,0.0004,3,True,0.0006
F1,5,fitness,population_persistence,25,5000,89.52347478607334,7.781582467900392,7.986554289949112,81.74189231817294,0.9130777431674164,89.52347478607334,9.892595509356795,7.861508935550354,7.861508935550354,7.861508935550354,7.861508935550354,0.07992646764996181,0.0009777907677847148,2,True,0.0004,3,True,0.0006
F1,5,fitness,population_persistence,26,5000,64.51148953964577,13.897702879216006,14.682929072925774,50.61378666042976,0.7845701133489543,64.51148953964577,17.952161970650494,17.952161970650494,14.2932445514829,13.897702879216006,13.897702879216006,0.0,0.0,2,True,0.0004,18,True,0.0036
